P2O5 (wt%) Ouzel,P2O5 (wt%) Isua,P2O5 (wt%) Kaapvaal,P2O5 (wt%) Pilbara
0.04941604,,,
0.030024866,,,
0.016217283,,,
0.011963548,,,
0.060613829,,,
0.043938396,,,
0.026849771,,,
0.093726346,,,
0.1196485,,,
0.086306885,,,
0.024254494,,,
0.030102839,,,
0.041379658,,,
0.010771348,,,
0.062581322,,,
0.112293784,,,
0.059779189,,,
0.046191345,,,
0.06997598,,,
0.016396713,,,
0.118063444,,,
0.112831623,,,
0.012666147,,,
0.258535756,,,
0.113306467,,,
0.039936674,,,
0.06749568,,,
0.061339195,,,
0.06008154,,,
0.079266076,,,
0.061175564,,,
0.123976004,,,
0.082162682,,,
0.026249999,,,
0.080056496,,,
0.007487963,,,
0.031344673,,,
0.057198275,,,
0.009424488,,,
0.052726878,,,
0.132136545,,,
0.04440445,,,
0.063899346,,,
0.193358231,,,
0.104190336,,,
0.185619467,,,
0.207985898,,,
0.163554355,,,
0.141316778,,,
0.206648943,,,
0.231178181,,,
0.142651998,,,
0.122737272,,,
0.149900279,,,
0.109459928,,,
0.136789822,,,
0.1476215,,,
0.051368812,,,
0.034742362,,,
0.066859296,,,
0.084578541,,,
0.002161638,,,
0.09132559,,,
0.053376289,,,
0.030012779,,,
0.020034241,,,
0.020596986,,,
0.031231221,,,
0.074322688,,,
0.091217995,,,
0.123025176,,,
0.056826764,,,
0.046110345,,,
0.111007993,,,
0.161924815,,,
0.043300465,,,
0.015449695,,,
0.142088593,,,
0.083432062,,,
0.030237885,,,
0.102908777,,,
0.074854555,,,
0.048565991,,,
0.039211137,,,
0.092623045,,,
0.026425761,,,
0.048780275,,,
0.038385195,,,
0.041383341,,,
0.089283672,,,
0.060446675,,,
0.078339877,,,
0.008899887,,,
0.011982345,,,
0.001309063,,,
0.065969259,,,
0.109636942,,,
0.046510838,,,
0.150135034,,,
0.041800718,,,
0.047463214,,,
0.043819311,,,
0.016290876,,,
0.028379841,,,
0.029050093,,,
0.056167588,,,
0.077373967,,,
0.036665707,,,
0.128367508,,,
0.073476771,,,
0.031650474,,,
0.056784058,,,
0.016245385,,,
0.009030266,,,
0.065659955,,,
0.080433769,,,
0.056332346,,,
0.034236292,,,
0.014366473,,,
0.021319693,,,
0.196308301,,,
0.104684172,,,
0.113521276,,,
0.093827962,,,
0.124741659,,,
0.022920845,,,
0.104930603,,,
0.081876453,,,
0.023102815,,,
0.126831562,,,
0.03894142,,,
0.061452426,,,
0.066384426,,,
0.051010426,,,
0.052541606,,,
0.031378677,,,
0.031236307,,,
0.050805402,,,
0.167391227,,,
0.238368647,,,
0.142768274,,,
0.18780192,,,
0.087979627,,,
0.068633521,,,
0.189840567,,,
0.226046922,,,
0.235718001,,,
0.135578001,,,
0.219554589,,,
0.278572819,,,
0.304830506,,,
0.1357962,,,
0.333292782,,,
0.344360463,,,
0.224065458,,,
0.235132975,,,
0.223050711,,,
0.106313502,,,
0.052870984,,,
0.031225128,,,
0.033687982,,,
0.019140548,,,
0.038755999,,,
0.085166789,,,
0.071588926,,,
0.099581986,,,
0.01122165,,,
0.011317035,,,
0.05682399,,,
0.095893305,,,
0.10132763,,,
0.105051157,,,
0.102038978,,,
0.050187108,,,
0.044180641,,,
0.088516906,,,
0.08261295,,,
0.017767411,,,
0.032490916,,,
0.103672815,,,
0.071694418,,,
0.207839892,,,
0.076429238,,,
0.034050212,,,
0.073843745,,,
0.132946867,,,
0.125631919,,,
0.133924147,,,
0.063170961,,,
0.051437977,,,
0.026421651,,,
0.031430848,,,
0.052020308,,,
0.04204651,,,
0.086536436,,,
0.047520679,,,
0.058500031,,,
0.07131649,,,
0.068525965,,,
0.014605191,,,
0.089007049,,,
0.035820076,,,
0.019545744,,,
0.014595749,,,
0.110413663,,,
0.469851618,,,
2.720545902,,,
0.621381135,,,
0.048294355,,,
0.143880995,,,
0.035521702,,,
0.040537031,,,
0.068655295,,,
0.02778775,,,
0.019207522,,,
0.010533709,,,
0.096851469,,,
0.019999123,,,
0.029343753,,,
0.04881898,,,
0.056239226,,,
0.018587596,,,
0.015176042,,,
0.050315177,,,
0.061425286,,,
0.008768278,,,
0.159683462,,,
0.087209829,,,
0.053894981,,,
0.087556339,,,
0.102526042,,,
0.045704254,,,
0.207264021,,,
0.242948943,,,
0.206930191,,,
0.31238827,,,
0.252975408,,,
0.220792541,,,
0.190410631,,,
0.0014,,,
0.116018799,,,
0.165710208,,,
0.112849302,,,
0.208534094,,,
0.280638221,,,
0.213981927,,,
0.189322967,,,
0.148894848,,,
0.032518376,,,
0.073479984,,,
0.042444926,,,
0.037559734,,,
0.036486541,,,
0.04137774,,,
0.126450131,,,
0.09637265,,,
0.045181716,,,
0.046850426,,,
0.023489216,,,
0.025135341,,,
0.053236593,,,
0.008139542,,,
0.00570383,,,
0.031143735,,,
0.05134361,,,
0.09425156,,,
0.014064236,,,
0.241936677,,,
0.424047916,,,
0.015493432,,,
0.027232813,,,
0.005969788,,,
0.02751958,,,
0.015701387,,,
0.091235159,,,
0.079819805,,,
0.075292568,,,
0.102396495,,,
1.262630119,,,
0.979618082,,,
0.130846531,,,
0.052531872,,,
0.033618015,,,
0.010923671,,,
0.005295853,,,
0.060422643,,,
0.042335597,,,
0.108395202,,,
0.133558451,,,
0.023586433,,,
0.111881812,,,
0.081397908,,,
0.030749001,,,
0.058918878,,,
0.029834635,,,
0.024476018,,,
0.01358445,,,
0.083520542,,,
0.009850798,,,
0.057021485,,,
0.089383949,,,
0.048554537,,,
0.065863059,,,
0.071547278,,,
0.021385119,,,
0.055282478,,,
0.055918478,,,
0.077213014,,,
0.090303877,,,
0.044481046,,,
0.11446121,,,
0.074443608,,,
0.063593809,,,
0.026099095,,,
0.105176836,,,
0.027027662,,,
0.071566318,,,
0.104358991,,,
0.028975152,,,
0.104190922,,,
0.120341364,,,
0.043630581,,,
0.014240042,,,
0.01045,,,
0.048589131,,,
0.020386946,,,
0.11553621,,,
0.093277236,,,
0.009098066,,,
0.01941954,,,
0.044956283,,,
0.034289315,,,
0.045995878,,,
0.047300317,,,
0.176872105,,,
0.246059775,,,
0.232749999,,,
0.157414057,,,
0.084319824,,,
0.107862411,,,
0.187611239,,,
0.129086515,,,
0.298330097,,,
0.219590736,,,
0.083800003,,,
0.098428254,,,
0.236327381,,,
0.219386297,,,
0.226618065,,,
0.200244679,,,
0.083564922,,,
0.042356219,,,
0.027646388,,,
0.010194712,,,
0.017552637,,,
0.008239516,,,
0.095335581,,,
0.087985395,,,
0.018401973,,,
0.049183516,,,
0.122965861,,,
0.007459396,,,
0.129134568,,,
0.163130345,,,
0.069882122,,,
0.069702584,,,
0.009841371,,,
0.058494162,,,
0.07721478,,,
0.078247554,,,
0.074230478,,,
0.091549696,,,
0.084868686,,,
0.033491458,,,
0.028585711,,,
0.080186463,,,
0.117948278,,,
0.029874877,,,
0.027879521,,,
0.018893911,,,
0.028029987,,,
0.053965547,,,
0.04284332,,,
0.022481764,,,
0.022098518,,,
0.0445,,,
0.05456774,,,
0.017063139,,,
0.020169549,,,
0.010583958,,,
0.050726353,,,
0.039659678,,,
0.023785471,,,
0.050253748,,,
0.050713424,,,
0.027186591,,,
0.059072151,,,
0.033524615,,,
0.021102818,,,
0.106307031,,,
0.02304938,,,
0.012404859,,,
0.05541527,,,
0.004092891,,,
0.034849984,,,
0.025313148,,,
0.055560483,,,
0.04730052,,,
0.007102482,,,
0.068615228,,,
0.060797662,,,
0.073976067,,,
0.015222763,,,
0.062914407,,,
0.019451767,,,
0.082379448,,,
0.004952258,,,
0.040488526,,,
0.093591438,,,
0.113508274,,,
0.218075,,,
0.119225691,,,
0.093616793,,,
0.114292431,,,
0.068048286,,,
0.06361954,,,
0.028560341,,,
0.063752461,,,
0.023995356,,,
