"Year","CITATION","SAMPLE NAME","UNIQUE_ID","LOCATION","ROCK TYPE","AGE (MIN.)","AGE (MAX.)","SIO2(WT%)","TIO2(WT%)","AL2O3(WT%)","FE2O3(WT%)","FEO(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","K2O(WT%)","P2O5(WT%)",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.278","","","","42.211",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.785","","","","41.823",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.063","","","","41.733",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.195","","","","41.086",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.426","","","","41.591",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.952","","","","42.09",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.818","","","","41.665",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.606","","","","41.061",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.691","","","","41.639",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.957","","","","41.541",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.299","","","","42.331",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","53.323","","","","41.885",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.86","","","","41.516",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.523","","0.19","","41.552",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.174","","","","41.682",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.558","","","","39.84",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.088","","","","40.957",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.71","","","","41.73",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.851","","","","41.319",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL13","527335","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.454","","","","41.849",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.772","","","","42.545",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.554","","","","41.923",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.408","","","","43.22",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.705","","","","42.736",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.756","","","","42.663",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.662","","","","43.029",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.591","","","","42.988",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.552","","","","41.707",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.999","","","","42.682",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.396","","","","42.357",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.994","","","","42.525",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.362","","","","43.266",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.494","","","","42.601",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.397","","","","42.344",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.952","","","","41.654",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL15B","527336","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.808","","","","42.869",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.589","","","","42.304",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","56.089","","","","42.377",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.133","","","","42.742",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.67","","","","42.188",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","56.102","","","","43.213",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.432","","","","42.111",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.183","","","","42.277",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.04","","","","42.954",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.403","","","","42.932",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.854","","","","42.255",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.576","","","","41.539",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.97","","","","42.744",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.895","","","","41.919",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.503","","","","42.087",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.722","","","","41.678",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.255","","","","41.921",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.325","","","","42.077",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.191","","","","41.704",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.78","","","","41.347",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","54.295","","","","40.771",
"2018"," [22156] WUDARSKA A. (2018)","samp. AL35-6","","NORTH ATLANTIC CRATON_ARCHEAN / ISUA GREENSTONE BELT / EASTERN ISUA TECTONIC DOMAIN","SEDIMENTARY ROCK","","","","","","","","55.594","","","","41.367",

Download from GEOROC - Geochemical Database
Date of Query: Monday, November 17, 2025
Please note: There is a List of your Query Criteria at the End of this Sheet.


References:
"[8017] KOEBERL C., REIMOLD W. U., MCDONALD I., ROSING M. T.:   SEARCH FOR PETROGRAPHIC AND GEOCHEMICAL EVIDENCE FOR THE LATE HEAVY BOMBARDMENT ON EARTH IN EARLY ARCHEAN ROCKS FROM ISUA, GREENLAND |    GILMOUR, I., KOEBERL, C. (EDS.) | IMPACTS AND THE EARLY EARTH | SPRINGER  [2000]  73-97  | doi: 10.1007/BFb0027757"
"[9064] NUTMAN A. P., ALLAART J. H., BRIDGWATER D., DIMROTH E., ROSING M. T.:   STRATIGRAPHIC AND GEOCHEMICAL EVIDENCE FOR THE DEPOSITIONAL ENVIRONMENT OF THE EARLY ARCHAEAN ISUA SUPRACRUSTAL BELT, SOUTHERN WEST GREENLAND |  PREC. RESEARCH 25    [1984]  365-396  | doi: 10.1016/0301-9268(84)90010-X"
"[22156] WUDARSKA A., WIEDENBECK M., SLABY E., LEPLAND A., BIRSKI L., SIMON K.:   HALOGEN CHEMISTRY AND HYDROGEN ISOTOPES OF APATITE FROM THE?>3.7?GA ISUA SUPRACRUSTAL BELT, SW GREENLAND |  PREC. RESEARCH 310    [2018]  153-164  | doi: 10.1016/j.precamres.2018.02.021"

Criteria:
QUERY - BY - GEOLOGICAL - SETTING: - ARCHEAN - CRATONS - (INCLUDING - GREENSTONE - BELTS) - - - NORTH - ATLANTIC - CRATON_ARCHEAN - - - ISUA - GREENSTONE - BELT - - - NO - FURTHER - CONSTRAINT - - - SAMPLE - CRITERIA - (COMBINED - WITH - AND): - - - ROCK - TYPE: - SEDIMENTARY - ROCK - - - ITEMS: - AL2O3,CAO,FE2O3,FEO,K2O,MGO,MNO,P2O5,SIO2,TIO2 - (WITHOUT - ANALYTICAL - DATA) - - - METADATA: - LOCATION, - ROCK_TYPE, - AGE_MIN, - AGE_MAX - 
